product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
consoles_games,317,20,7,16
malas_acessorios,2000,35,27,12
construcao_ferramentas_jardim,5650,40,16,50
automotivo,575,20,10,15
eletrodomesticos_2,18450,68,21,42
malas_acessorios,1000,35,10,34
moveis_decoracao,450,35,35,11
automotivo,75,16,15,15
perfumaria,200,20,5,13
beleza_saude,625,16,14,15
pet_shop,1500,40,45,30
malas_acessorios,650,20,40,50
perfumaria,600,20,20,30
informatica_acessorios,225,17,17,17
eletroportateis,550,20,13,21
brinquedos,7175,50,22,40
relogios_presentes,300,16,2,20
brinquedos,350,19,22,17
moveis_decoracao,650,19,20,15
informatica_acessorios,424,25,10,19
pet_shop,102,20,6,13
casa_conforto,200,30,15,15
beleza_saude,650,16,40,11
papelaria,400,21,7,15
relogios_presentes,200,16,11,11
moveis_decoracao,400,16,28,16
bebes,2300,36,30,19
esporte_lazer,400,20,17,17
utilidades_domesticas,300,35,4,15
beleza_saude,150,32,20,20
esporte_lazer,600,35,15,30
climatizacao,10050,51,49,24
brinquedos,420,28,12,22
cama_mesa_banho,1200,35,3,30
livros_tecnicos,500,25,4,18
brinquedos,2250,55,12,35
moveis_decoracao,2300,40,10,30
cama_mesa_banho,1500,20,30,30
esporte_lazer,250,22,10,15
automotivo,700,40,15,40
moveis_decoracao,300,20,30,20
telefonia,175,17,3,12
cama_mesa_banho,3975,46,12,43
cool_stuff,18600,38,74,38
pet_shop,300,16,4,11
telefonia_fixa,100,16,16,16
beleza_saude,2550,20,40,25
utilidades_domesticas,15050,60,25,60
cool_stuff,1800,42,25,15
brinquedos,325,17,18,12
utilidades_domesticas,9500,42,54,25
ferramentas_jardim,4000,30,21,24
ferramentas_jardim,700,30,10,20
telefonia,150,20,5,12
esporte_lazer,200,18,8,14
eletrodomesticos,150,27,13,17
beleza_saude,100,16,8,11
eletronicos,595,8,6,6
beleza_saude,600,26,6,18
construcao_ferramentas_iluminacao,2350,30,30,30
ferramentas_jardim,200,25,5,12
esporte_lazer,500,16,15,20
pet_shop,9000,33,30,44
moveis_decoracao,500,80,10,60
beleza_saude,100,16,2,11
beleza_saude,400,18,18,18
ferramentas_jardim,16900,38,70,38
consoles_games,150,29,2,16
portateis_casa_forno_e_cafe,225,18,18,16
moveis_decoracao,18200,40,60,40
brinquedos,790,28,24,31
bebes,21467,76,57,51
relogios_presentes,300,16,11,11
beleza_saude,975,19,12,15
telefonia,304,19,11,16
bebes,8200,40,35,35
pet_shop,700,16,35,25
brinquedos,1400,60,30,16
automotivo,18000,50,20,20
fashion_bolsas_e_acessorios,350,43,16,27
moveis_decoracao,1200,65,12,12
cool_stuff,1200,42,25,15
cama_mesa_banho,7683,38,45,52
eletronicos,100,22,4,11
moveis_decoracao,600,65,11,11
climatizacao,4550,40,21,32
cama_mesa_banho,1588,48,12,44
pet_shop,1400,20,16,22
automotivo,1100,23,7,38
moveis_decoracao,800,32,6,28
esporte_lazer,867,26,15,18
informatica_acessorios,225,17,5,20
perfumaria,75,11,11,8
esporte_lazer,3350,66,6,43
market_place,1800,20,40,21
utilidades_domesticas,100,16,7,20
utilidades_domesticas,300,25,6,15
papelaria,300,16,5,17
utilidades_domesticas,950,21,27,21
perfumaria,100,20,20,20
cama_mesa_banho,1800,30,23,11
moveis_decoracao,700,35,4,30
automotivo,1125,60,8,33
utilidades_domesticas,1200,36,12,23
eletronicos,230,16,14,15
alimentos_bebidas,300,20,20,20
brinquedos,200,20,25,25
utilidades_domesticas,400,17,11,11
agro_industria_e_comercio,250,17,3,10
ferramentas_jardim,5903,38,31,33
eletronicos,417,17,9,15
automotivo,6800,45,20,45
cama_mesa_banho,1900,16,2,11
cool_stuff,900,43,21,26
esporte_lazer,400,38,26,26
instrumentos_musicais,350,17,7,11
moveis_decoracao,800,24,11,17
brinquedos,200,17,7,12
bebes,550,20,13,13
brinquedos,2050,47,13,24
moveis_decoracao,1650,45,15,35
esporte_lazer,4400,20,20,20
informatica_acessorios,850,16,20,15
bebes,450,35,2,25
alimentos_bebidas,1850,20,20,20
cama_mesa_banho,2555,55,17,48
beleza_saude,300,20,10,15
moveis_decoracao,600,30,10,20
perfumaria,100,16,3,15
relogios_presentes,317,18,13,14
esporte_lazer,100,20,8,16
moveis_decoracao,2000,28,18,38
automotivo,1050,20,16,16
moveis_decoracao,1200,35,9,25
eletronicos,150,16,16,16
moveis_decoracao,200,55,6,55
relogios_presentes,150,16,2,11
livros_tecnicos,500,25,3,18
papelaria,8350,38,30,28
moveis_decoracao,300,16,6,11
malas_acessorios,325,24,19,20
informatica_acessorios,250,41,2,29
telefonia,100,18,12,16
eletrodomesticos_2,7300,82,10,54
esporte_lazer,3000,67,13,17
telefonia,233,16,13,13
utilidades_domesticas,900,39,4,27
informatica_acessorios,900,36,9,11
relogios_presentes,600,23,19,15
utilidades_domesticas,800,16,11,18
beleza_saude,350,20,20,20
bebes,200,16,9,11
fashion_underwear_e_moda_praia,300,30,16,11
informatica_acessorios,1000,20,25,20
beleza_saude,2100,24,26,24
papelaria,800,35,10,55
moveis_decoracao,14300,49,42,42
esporte_lazer,400,30,5,20
automotivo,3100,70,8,70
automotivo,100,18,13,13
esporte_lazer,200,20,18,18
utilidades_domesticas,20300,44,93,30
bebes,6600,45,25,35
cama_mesa_banho,11550,50,20,50
construcao_ferramentas_construcao,750,16,11,11
utilidades_domesticas,475,24,19,24
brinquedos,900,45,15,35
moveis_decoracao,5500,32,32,32
esporte_lazer,850,36,23,18
moveis_escritorio,650,20,12,15
moveis_sala,6750,54,18,53
moveis_decoracao,975,35,25,21
cama_mesa_banho,250,28,4,18
beleza_saude,4050,25,22,21
esporte_lazer,717,18,15,18
construcao_ferramentas_jardim,155,18,7,14
alimentos_bebidas,475,20,16,13
moveis_decoracao,600,60,7,14
perfumaria,150,16,12,11
automotivo,650,16,21,18
esporte_lazer,400,21,26,21
esporte_lazer,200,26,5,13
informatica_acessorios,1050,29,16,18
papelaria,1150,21,15,15
pet_shop,950,50,20,20
cama_mesa_banho,2300,40,10,40
brinquedos,405,21,7,16
cama_mesa_banho,1900,47,7,35
utilidades_domesticas,217,18,5,14
papelaria,300,27,5,23
casa_construcao,225,23,18,18
cama_mesa_banho,150,26,6,19
utilidades_domesticas,400,20,7,11
informatica_acessorios,125,18,3,11
beleza_saude,200,16,5,11
cama_mesa_banho,600,31,4,17
esporte_lazer,2433,30,24,24
livros_interesse_geral,1833,17,17,18
brinquedos,150,16,21,11
utilidades_domesticas,100,30,8,12
moveis_decoracao,1000,40,8,40
fashion_bolsas_e_acessorios,100,16,16,16
brinquedos,1950,30,35,35
utilidades_domesticas,267,24,15,12
cama_mesa_banho,800,43,23,23
fashion_bolsas_e_acessorios,200,16,8,11
telefonia,100,20,20,20
automotivo,800,16,16,11
fashion_roupa_masculina,750,40,6,35
brinquedos,1700,30,35,25
telefonia,300,21,11,14
esporte_lazer,1050,40,20,30
pet_shop,533,24,15,16
relogios_presentes,600,16,27,17
relogios_presentes,500,23,15,19
moveis_decoracao,1350,30,30,30
cama_mesa_banho,949,30,20,26
cama_mesa_banho,350,70,8,45
automotivo,1800,34,40,19
beleza_saude,283,17,11,16
esporte_lazer,433,16,16,16
eletrodomesticos,100,18,8,13
automotivo,3375,47,22,11
beleza_saude,450,16,2,11
esporte_lazer,450,30,10,30
cool_stuff,800,26,15,20
telefonia,300,17,4,11
esporte_lazer,3350,50,39,12
fashion_bolsas_e_acessorios,500,20,10,20
utilidades_domesticas,500,23,2,23
moveis_decoracao,2450,105,3,70
perfumaria,520,24,13,17
cama_mesa_banho,1300,41,7,41
ferramentas_jardim,5050,21,35,21
telefonia,75,19,5,11
relogios_presentes,450,22,14,17
telefonia,325,40,10,11
moveis_decoracao,200,16,5,20
moveis_decoracao,30000,61,70,65
telefonia,150,27,5,20
cama_mesa_banho,250,16,10,16
fashion_underwear_e_moda_praia,100,26,5,18
construcao_ferramentas_construcao,450,16,14,11
moveis_decoracao,1000,16,19,29
utilidades_domesticas,1350,44,11,25
fashion_esporte,200,16,12,12
cool_stuff,200,17,4,13
market_place,600,29,12,23
instrumentos_musicais,700,38,4,30
beleza_saude,4000,30,35,30
eletroportateis,4683,45,29,22
cool_stuff,1450,42,25,15
beleza_saude,300,16,9,15
cama_mesa_banho,600,45,15,35
eletronicos,16850,22,22,18
automotivo,975,22,6,13
bebidas,1550,16,36,16
eletroportateis,2500,25,23,32
esporte_lazer,2350,60,15,43
cama_mesa_banho,550,60,10,40
automotivo,2275,33,7,26
relogios_presentes,215,19,13,19
brinquedos,19450,45,50,45
perfumaria,500,16,16,16
brinquedos,350,45,15,35
perfumaria,368,22,15,18
bebes,750,40,11,35
cama_mesa_banho,250,40,4,30
fashion_calcados,700,16,8,18
consoles_games,200,24,3,19
perfumaria,200,16,3,12
cama_mesa_banho,690,25,11,22
informatica_acessorios,700,30,12,12
artigos_de_festas,350,16,11,11
beleza_saude,700,16,16,15
cama_mesa_banho,1050,35,3,30
beleza_saude,1350,42,12,11
papelaria,80,17,9,14
fashion_bolsas_e_acessorios,1000,20,20,20
moveis_decoracao,3800,42,16,26
esporte_lazer,500,16,30,16
relogios_presentes,1000,17,10,16
bebes,10000,50,34,50
eletroportateis,200,20,10,15
malas_acessorios,850,30,15,15
cama_mesa_banho,700,16,10,16
telefonia,225,18,5,16
esporte_lazer,3800,31,31,31
informatica_acessorios,1000,22,22,22
moveis_decoracao,680,33,4,33
informatica_acessorios,183,23,14,14
papelaria,8800,32,5,40
cool_stuff,1625,44,24,32
beleza_saude,400,20,9,15
utilidades_domesticas,525,18,19,16
esporte_lazer,800,25,25,25
automotivo,2200,22,4,22
beleza_saude,200,16,6,11
construcao_ferramentas_jardim,200,16,16,12
brinquedos,950,35,6,25
construcao_ferramentas_jardim,1300,60,13,23
informatica_acessorios,850,35,15,15
eletrodomesticos,16350,25,25,25
papelaria,6150,25,55,45
informatica_acessorios,200,20,10,15
instrumentos_musicais,9100,55,25,35
telefonia,300,16,5,12
perfumaria,210,17,11,14
informatica_acessorios,214,18,14,13
cool_stuff,10600,57,34,37
casa_construcao,300,27,8,21
moveis_decoracao,900,30,4,20
utilidades_domesticas,500,16,30,40
utilidades_domesticas,3350,22,17,23
cama_mesa_banho,500,20,10,20
moveis_decoracao,150,25,5,20
moveis_decoracao,700,20,20,20
consoles_games,200,21,5,14
relogios_presentes,300,16,2,11
sinalizacao_e_seguranca,233,22,17,15
esporte_lazer,400,23,20,15
bebidas,1400,25,25,25
moveis_escritorio,20500,58,28,58
moveis_decoracao,1550,69,11,11
esporte_lazer,2850,16,15,15
cama_mesa_banho,300,20,10,20
beleza_saude,2100,30,17,17
papelaria,550,25,7,20
telefonia_fixa,725,22,12,17
bebes,500,23,33,11
automotivo,200,16,16,12
artigos_de_natal,4200,40,35,40
esporte_lazer,1600,26,26,26
automotivo,450,16,9,15
esporte_lazer,650,38,10,28
cool_stuff,275,16,16,13
cama_mesa_banho,2200,35,20,30
brinquedos,367,29,21,21
beleza_saude,850,31,14,20
papelaria,150,16,6,11
cama_mesa_banho,4150,51,11,51
moveis_decoracao,2550,30,35,30
automotivo,250,18,11,14
moveis_decoracao,1700,69,20,53
cama_mesa_banho,2150,45,13,35
esporte_lazer,300,40,10,15
esporte_lazer,150,25,5,20
utilidades_domesticas,6500,63,14,44
consoles_games,700,25,25,16
audio,200,18,6,16
papelaria,10100,28,55,37
utilidades_domesticas,450,16,30,11
eletroportateis,1000,28,20,28
brinquedos,125,22,7,14
beleza_saude,2000,22,12,16
informatica_acessorios,1583,18,15,12
bebes,500,23,23,23
informatica_acessorios,900,30,15,15
automotivo,100,16,20,11
utilidades_domesticas,3150,34,18,19
eletroportateis,17325,35,40,40
beleza_saude,375,29,4,16
beleza_saude,1100,20,14,16
automotivo,4450,56,11,32
bebes,133,21,8,14
brinquedos,50,20,8,17
malas_acessorios,100,30,8,25
bebidas,2775,16,38,11
fashion_calcados,500,29,12,23
moveis_decoracao,400,69,11,11
eletrodomesticos,1850,20,8,13
moveis_decoracao,1250,45,8,35
papelaria,250,19,3,14
bebes,600,20,13,13
informatica_acessorios,950,26,16,16
utilidades_domesticas,8450,19,48,27
esporte_lazer,850,16,16,16
papelaria,300,16,5,11
eletrodomesticos,10750,50,50,50
esporte_lazer,250,25,25,25
livros_interesse_geral,550,25,5,18
utilidades_domesticas,400,23,6,15
beleza_saude,550,17,9,13
fashion_calcados,500,29,7,16
relogios_presentes,500,18,11,14
utilidades_domesticas,4513,47,32,25
esporte_lazer,768,15,13,13
relogios_presentes,530,18,9,13
telefonia,375,18,10,16
informatica_acessorios,500,16,16,16
telefonia,150,18,6,13
papelaria,1300,25,5,20
cool_stuff,7100,36,47,32
cool_stuff,20600,53,45,53
beleza_saude,300,21,6,14
cool_stuff,13900,34,93,34
utilidades_domesticas,1100,30,25,30
cama_mesa_banho,2650,46,8,38
esporte_lazer,1200,25,30,25
beleza_saude,4800,27,22,39
esporte_lazer,932,23,24,21
moveis_decoracao,1050,32,12,32
esporte_lazer,920,25,24,22
pet_shop,500,25,20,20
cool_stuff,600,42,25,15
informatica_acessorios,150,16,8,11
bebes,700,20,8,14
cama_mesa_banho,1100,50,16,16
utilidades_domesticas,400,30,30,30
pet_shop,300,20,10,15
automotivo,1350,25,10,20
pet_shop,150,30,20,20
automotivo,2400,30,28,30
livros_tecnicos,450,33,6,22
consoles_games,600,18,12,18
esporte_lazer,269,22,16,19
esporte_lazer,700,20,12,20
pet_shop,150,26,6,19
cama_mesa_banho,14750,58,28,48
ferramentas_jardim,550,27,8,20
pet_shop,14725,54,25,37
moveis_decoracao,550,52,11,11
brinquedos,1232,38,18,25
automotivo,2413,69,39,57
cama_mesa_banho,2000,38,14,25
esporte_lazer,600,16,6,16
moveis_decoracao,500,65,11,11
esporte_lazer,400,33,20,20
esporte_lazer,150,20,10,20
utilidades_domesticas,1550,32,40,23
telefonia,175,16,5,11
construcao_ferramentas_construcao,2900,23,8,23
brinquedos,900,30,4,20
cama_mesa_banho,1050,22,16,18
moveis_decoracao,750,69,11,11
moveis_decoracao,250,35,5,20
eletronicos,100,20,5,12
esporte_lazer,150,20,6,14
ferramentas_jardim,400,30,15,20
papelaria,1200,32,6,26
moveis_decoracao,650,25,25,25
telefonia,300,20,30,20
eletroportateis,300,16,35,25
brinquedos,2300,98,12,20
beleza_saude,200,16,21,23
beleza_saude,859,25,20,18
bebes,350,69,11,11
cama_mesa_banho,96,25,8,19
relogios_presentes,400,16,11,12
papelaria,233,20,11,15
telefonia,100,19,4,11
eletroportateis,3700,28,39,39
esporte_lazer,1000,60,15,15
bebes,500,20,15,15
eletronicos,2150,30,30,30
automotivo,6250,40,30,30
esporte_lazer,1800,16,16,16
moveis_decoracao,2750,105,3,70
cama_mesa_banho,300,40,8,30
informatica_acessorios,243,17,15,12
telefonia,150,19,5,20
cama_mesa_banho,1000,50,12,12
climatizacao,200,21,8,17
brinquedos,950,68,42,16
construcao_ferramentas_construcao,6397,50,24,48
agro_industria_e_comercio,1900,45,15,40
market_place,200,16,16,16
esporte_lazer,150,20,20,20
cama_mesa_banho,1900,36,7,29
pet_shop,150,16,12,15
cama_mesa_banho,700,28,8,22
moveis_escritorio,25400,64,30,74
brinquedos,900,24,19,17
informatica_acessorios,175,16,12,14
moveis_sala,9750,27,15,92
automotivo,1750,35,10,35
beleza_saude,1188,19,12,17
automotivo,5650,47,19,23
relogios_presentes,488,16,12,13
perfumaria,500,23,8,15
telefonia,350,16,6,11
automotivo,3850,65,25,25
climatizacao,300,21,8,17
telefonia,203,14,16,14
cama_mesa_banho,825,29,17,28
informatica_acessorios,1500,25,15,25
utilidades_domesticas,4000,51,25,26
relogios_presentes,250,24,10,14
cama_mesa_banho,2450,35,10,35
relogios_presentes,283,19,14,19
esporte_lazer,600,50,12,18
informatica_acessorios,280,20,15,14
moveis_decoracao,3250,41,15,25
cama_mesa_banho,1600,43,15,32
moveis_sala,4350,58,16,53
esporte_lazer,200,20,6,13
utilidades_domesticas,850,43,5,24
perfumaria,150,16,9,11
utilidades_domesticas,1150,31,29,31
esporte_lazer,1900,38,25,26
utilidades_domesticas,1500,50,16,30
ferramentas_jardim,5650,30,25,45
cool_stuff,876,24,23,21
utilidades_domesticas,26200,38,33,28
beleza_saude,440,19,15,14
utilidades_domesticas,500,16,15,15
utilidades_domesticas,9650,22,52,42
utilidades_domesticas,950,53,5,13
beleza_saude,1900,28,5,16
ferramentas_jardim,25000,40,40,40
ferramentas_jardim,125,18,18,18
cama_mesa_banho,1150,22,4,28
cama_mesa_banho,800,20,20,20
bebes,9400,75,15,50
esporte_lazer,400,70,10,20
esporte_lazer,250,22,6,15
brinquedos,390,33,9,18
malas_acessorios,1050,30,15,15
cama_mesa_banho,1200,33,18,26
brinquedos,300,16,5,16
construcao_ferramentas_construcao,30000,100,50,50
utilidades_domesticas,1200,50,10,15
moveis_decoracao,450,16,21,16
papelaria,500,28,12,21
papelaria,500,16,11,11
beleza_saude,500,20,10,20
beleza_saude,200,21,8,11
papelaria,200,16,7,27
perfumaria,228,18,8,14
cama_mesa_banho,2900,42,11,36
brinquedos,250,20,15,20
moveis_decoracao,700,32,4,23
eletronicos,250,20,20,20
esporte_lazer,300,20,17,17
fashion_bolsas_e_acessorios,150,16,5,11
cama_mesa_banho,2350,28,10,28
utilidades_domesticas,100,17,28,11
esporte_lazer,400,29,20,37
perfumaria,500,16,17,15
fashion_roupa_infanto_juvenil,300,30,20,20
automotivo,200,20,6,17
livros_tecnicos,950,29,3,21
bebes,8300,20,30,82
brinquedos,1200,17,21,37
moveis_escritorio,8638,51,62,26
pcs,2400,16,31,39
esporte_lazer,3450,16,105,55
beleza_saude,452,25,11,15
informatica_acessorios,1000,28,15,15
fashion_bolsas_e_acessorios,120,17,9,17
cama_mesa_banho,1200,28,14,16
brinquedos,4800,60,20,47
beleza_saude,1450,35,15,20
automotivo,13300,62,62,21
casa_construcao,450,16,20,16
cama_mesa_banho,2150,47,9,38
fashion_bolsas_e_acessorios,250,18,9,11
papelaria,2343,32,39,35
eletronicos,400,18,8,11
beleza_saude,30000,67,64,61
consoles_games,550,34,7,19
esporte_lazer,200,35,15,15
automotivo,750,30,8,30
relogios_presentes,120,17,12,13
beleza_saude,350,19,12,13
consoles_games,200,25,20,15
brinquedos,300,17,10,12
perfumaria,150,16,8,11
automotivo,100,16,10,15
automotivo,1975,42,28,31
ferramentas_jardim,1450,26,15,23
telefonia,150,17,8,11
moveis_decoracao,5700,40,30,40
fashion_bolsas_e_acessorios,500,30,26,22
papelaria,1000,36,6,29
cama_mesa_banho,1600,40,5,30
cama_mesa_banho,600,16,10,16
esporte_lazer,650,16,2,11
eletrodomesticos,300,40,25,25
fashion_bolsas_e_acessorios,150,21,9,14
utilidades_domesticas,500,24,20,23
brinquedos,700,35,7,35
brinquedos,1400,30,22,22
brinquedos,400,23,20,20
cama_mesa_banho,350,40,4,30
moveis_decoracao,400,50,3,25
perfumaria,550,19,13,18
eletrodomesticos,700,20,6,11
automotivo,25100,64,64,49
moveis_escritorio,14550,56,60,36
cama_mesa_banho,4200,53,20,34
construcao_ferramentas_construcao,7300,35,14,35
cama_mesa_banho,1150,32,17,22
utilidades_domesticas,600,26,11,11
automotivo,3650,56,6,76
cool_stuff,1600,42,25,15
informatica_acessorios,3950,20,10,20
cama_mesa_banho,2550,42,16,36
cama_mesa_banho,950,36,6,27
utilidades_domesticas,8850,56,30,34
beleza_saude,300,28,7,21
papelaria,200,21,7,14
esporte_lazer,750,25,7,25
pet_shop,140,19,12,15
papelaria,1450,20,35,29
informatica_acessorios,300,27,5,20
cool_stuff,2000,35,44,19
esporte_lazer,145,22,18,14
bebes,417,19,13,13
utilidades_domesticas,600,32,13,24
brinquedos,281,16,12,14
esporte_lazer,3975,33,20,38
beleza_saude,1700,36,10,36
esporte_lazer,225,22,26,13
market_place,250,18,8,18
telefonia,300,18,5,12
climatizacao,2700,32,32,16
moveis_decoracao,150,35,10,25
relogios_presentes,900,20,20,20
moveis_decoracao,6950,50,10,70
relogios_presentes,1183,23,5,26
cama_mesa_banho,1350,45,15,35
construcao_ferramentas_jardim,100,16,2,11
esporte_lazer,1300,20,20,20
ferramentas_jardim,2850,22,15,14
moveis_sala,3500,100,5,23
dvds_blu_ray,200,20,2,14
instrumentos_musicais,5650,50,15,45
telefonia,50,19,3,11
climatizacao,16550,27,36,54
automotivo,1100,63,9,33
automotivo,50,16,11,11
informatica_acessorios,150,19,5,13
beleza_saude,850,28,14,20
telefonia,150,19,4,11
bebes,50,20,8,17
artes,15400,100,4,60
bebes,300,69,11,11
perfumaria,610,22,14,16
pet_shop,900,30,30,30
beleza_saude,215,22,6,15
esporte_lazer,300,22,18,18
utilidades_domesticas,350,33,4,20
eletronicos,590,34,18,24
esporte_lazer,517,27,17,26
esporte_lazer,6150,20,20,20
moveis_decoracao,7450,52,18,35
automotivo,200,16,16,11
brinquedos,1200,32,31,17
artes_e_artesanato,6850,105,5,65
brinquedos,804,30,21,21
utilidades_domesticas,700,30,30,30
eletronicos,100,25,7,16
papelaria,5850,60,20,29
esporte_lazer,1800,26,14,16
bebes,9088,39,40,79
esporte_lazer,1201,26,25,22
moveis_escritorio,10850,55,24,55
esporte_lazer,5150,100,9,23
cama_mesa_banho,3600,50,10,30
relogios_presentes,500,25,13,13
eletrodomesticos,200,27,13,17
fashion_bolsas_e_acessorios,100,16,14,14
pc_gamer,2839,19,16,18
construcao_ferramentas_construcao,2100,54,10,11
esporte_lazer,750,28,15,15
cama_mesa_banho,300,25,3,19
market_place,300,25,10,16
malas_acessorios,500,18,45,32
esporte_lazer,1000,25,20,25
papelaria,400,30,52,20
brinquedos,300,33,4,31
bebidas,450,28,20,20
perfumaria,250,22,5,15
malas_acessorios,100,16,3,16
ferramentas_jardim,50,51,22,22
moveis_escritorio,7900,35,52,34
utilidades_domesticas,800,43,18,16
brinquedos,1350,45,20,18
esporte_lazer,850,102,6,11
moveis_decoracao,500,30,3,19
beleza_saude,250,19,8,14
esporte_lazer,700,16,12,22
informatica_acessorios,100,16,4,12
moveis_decoracao,7650,63,8,63
automotivo,1625,60,8,33
moveis_decoracao,21300,50,50,50
beleza_saude,2500,35,16,16
moveis_sala,1350,44,14,34
utilidades_domesticas,200,16,6,12
cama_mesa_banho,3800,58,14,48
utilidades_domesticas,900,22,24,24
moveis_decoracao,2450,53,3,48
pet_shop,200,16,7,11
utilidades_domesticas,790,36,8,25
cool_stuff,1400,18,9,27
moveis_decoracao,800,40,5,11
cool_stuff,250,16,13,16
papelaria,100,20,8,15
esporte_lazer,10500,34,11,11
cama_mesa_banho,2400,45,15,35
livros_interesse_geral,650,20,10,30
telefonia,125,21,6,14
relogios_presentes,700,19,9,15
esporte_lazer,2775,31,13,30
papelaria,1600,35,42,21
telefonia,100,19,3,20
papelaria,400,24,7,14
moveis_escritorio,22800,48,45,56
construcao_ferramentas_jardim,210,25,7,15
automotivo,463,16,13,15
beleza_saude,150,60,11,16
moveis_decoracao,450,35,2,25
informatica_acessorios,500,20,30,30
cama_mesa_banho,1550,35,19,45
perfumaria,200,16,2,11
informatica_acessorios,400,16,16,13
moveis_decoracao,650,25,5,17
moveis_decoracao,600,30,20,20
construcao_ferramentas_seguranca,2300,20,20,20
